Hotel,Source,Text
Four Seasons Hotel Las Vegas,Expedia,"We stayed in a strip view upgrade  Pros - I Can’t say it enough but the staff is super friendly, something about a smile at every corner makes you feel great.  - Beautifully Decorated Lobby  - Bed and Sheets were amazing, clean, comfortable and the bed was wow.  - Bathroom toiletries amazing wouldn’t expect any less from the Four Seasons.   Although the room was nice I struggled with giving this property anything better than Average. With past experiences staying at Four Seasons properties this was a very average stay.   Cons - Room upkeep from outlets coming out of the wall, burnout lighting in the bathroom to what looked like warped ceiling with cracks. - Rooms were much smaller than expected  - Noise level from the hall in the morning time was a bit ridiculous. Typically in…"
Four Seasons Hotel Las Vegas,Expedia,Wow.  Service that is on-par with top luxury cruise lines.  Attuned service.  Unobtrusive housekeeping staff that is available throughout the day.  Pristine and clean.  Cannot put a price on being treated well... A++++
Four Seasons Hotel Las Vegas,Expedia,"The hotel truly lives up to the Four Seasons brand, it offers courteous service, great amenities and a sense of peace and calm. The best place to stay in Las Vegas if your goal is luxury. We stayed at this hotel several times over the years and it never disappoints!"
Four Seasons Hotel Las Vegas,Expedia,"We booked this hotel as we wanted a non gaming and non smoking hotel to get some R&R from the chaos of Las Vegas. A really good choice, location is at the end of the strip but if you want somewhere to go back to and get some peace and quiet it’s perfect. Easy to get around by taxi, tram or walking. If you want a casino it’s next door via a connecting door. Staff really friendly and helpful. Press is a lovely coffee bar and has breakfast items available from 530am."
Four Seasons Hotel Las Vegas,Expedia,"This hotel is out of this world! Faultless, high luxury, totally fantastic! I know it sounds over the top but ... it’s true! Porters are very welcoming and helpful, receptionists and concierges the same: nothing is too much trouble, you are really made feel special and valued by all staff. Reception and common areas are extremely elegant and the bedrooms ... are to die for! Great views (the Four Seasons is located on the top floors of the Mandalay Bay/ separate entrance) extremely spacious exquisitely decorated rooms, super comfortable beds, enormous elegant bathroom, mega huge TV, high speed WiFi ... perfection taken to the finest degree. The price isn’t modest but it is totally justified, every cent of it. I stayed two nights and wish I could stay forever. Highly recommend to…"
Four Seasons Hotel Las Vegas,Expedia,I have zero complaints with the hotel amenities and none with the staff. The entire stay was great with respect to the accommodations.  They have earned my recommendation and we will be back again soon.
Four Seasons Hotel Las Vegas,Expedia,The four seasons occupies a few floors of the mandalay bay building at the end of the strip. Rooms have a great view and service is excellent. This was one one of the nicer hotels we have stayed in recently with excellent pillows and a bed so comfy that we didn’t want to leave it. Super nice bathroom too.
Four Seasons Hotel Las Vegas,Expedia,"Every Four Seasons always confirms my choise is right. Perfect location and atmosphere with best service. Whenever I stay at Four Seasons, it makes me comfortable and pride of being a guest of hotel. Four Seasons know what ""Customer"" meas."
Four Seasons Hotel Las Vegas,Expedia,I had high expectations for this hotel and was there  for a business event my company was running  at the four seasons Vegas. The first thing that was annoying was finding my way around. Sometimes I would wind up at the adjoining hotel just by going up the wrong stairway or from the elevator. It was very very confusing  to get around. The lighting in the rooms are very dim and room in general was outdated. I did like the food so that was the only redeeming quality for this hotel.
Four Seasons Hotel Las Vegas,Expedia,Stayed here for three days right after Christmas as part of a family reunion type of weekend. The room and bed were very comfortable - the shower & bathroom very spacious - and the towels and robe more than adequate.   Had drinks at the bar one night and ordered appetizers - received prompt and attentive service as well as at the little coffee area right in the lobby area.  Family ate at the restaurant upon arrival to use up a food credit - nice meal although the service was just a little bit slow.  This is a very nice hotel with the small but nicely appointed fitness area.
Four Seasons Hotel Las Vegas,Expedia,"Fabulous service, beautiful guest rooms, comfortable beds.  Only drawback was lack of off-season swimming pool on facility.  Pool was offered at Mandalay Bay, but seemed a bit inconvenient.  Overall, we would highly recommend this facility. "
Four Seasons Hotel Las Vegas,Expedia,"Stayed here a few times and love it!  Quiet, great room, amazing bed, COLD Air Conditioner... The only complaint is the In-Room Dining is SO SLOW it's agonizing!   Plan ahead and even if you want a snack, prepare to wait an hour!"
Four Seasons Hotel Las Vegas,Expedia,"We had a great stay at the hotel. I have stayed at many other hotels on the strip, but this was my first time at the Four Seasons. Our room was on the 37th floor and the views of the strip were great.   The rooms were nice and housekeeping was outstanding.   Breakfast was top notch—I think the buffet is only available on the weekends.  The doughnuts were very good.   There is no casino in the hotel but there is a Four Seasons elevator that can take you to the Mandalay Bay casino.  It was very easy to get to the casino.   If you have AMEX Platinum, I recommend booking the hotel through AMEX Fine Hotels & Resorts. "
Four Seasons Hotel Las Vegas,Expedia,We think anybody who works in service or cherishes service should stay at Four Seasons Hotel Las Vegas! The really LIVE service and are a stellar model for service.  At such a place you get a notion of the true meaning of PARADISE.
Four Seasons Hotel Las Vegas,Expedia,"I always must travel for a work conference, and this year was in Vegas. My first time, so I did not know much about city. 4Seasons was on southern most point of city. Major pluses were: near convention center, sushi options were numerous, concierge was one of the best I have ever worked with, and everything was super clean. I would say if you are a budget traveler, the whole city is going to be a challenge. 4Seasons was not the cheapest option, but I would definitely stay there again."
Four Seasons Hotel Las Vegas,Expedia,"The Four Seasons Hotel Las Vegas offers their usual luxury accommodations and fantastic service and it is nice to be away from the madness, smoke and noises of the casinos.  Although physically part of the Mandalay Bay Resort, the Four Seasons has its own porte-cochere entry as well as a restricted entry to the central lobby of the Mandalay Bay. One feels very safe with all the personnel on duty and everyone from the doorman to the housekeepers are cordial and welcoming. You will get a good night's rest and the walls are so thick and insulated that you will not hear your neighbors at all. Web check-in makes the process go faster and checkout was a breeze."
Four Seasons Hotel Las Vegas,Expedia,"Beautiful, quite Las Vegas Hotel, It was nice to not be part of the ""herd"" in other Las Vegas resorts. Staff was very friendlyand  personable and the concierge department helped us to find shows and dinners that were great experiences. Best , quiet sleep ever in a Vegas hotel. Overall loved it and would definitely stay here again. In the past, my wife and I would always choose a different vegas resort to experience.. From now on, I will sleep here and visit the others during the day. This was our  7th different resort in the last  few years. Again Highly Recommend"
Four Seasons Hotel Las Vegas,Expedia,"The service is fantastic and the rooms are perfect, as are most Four Seasons properties, but the one reason I will be back again and again is that I won't be forced to walk through a casino filled with the smell of smoke!"
Skyloft at MGM Grand,Expedia,"If you want to get passed around by hotel staff, forced to fix their mistakes, and run around on ypir check out day to ensure you're not being overcharged, then this is the place for you! Very disappointed. This was my favorite at strip casino once upon a time but man have they gone downhill."
Skyloft at MGM Grand,Expedia,Over all we had a great time.  Everyone was so helpful and friendly.   The only down fall was 11:00 am early check in.  We planned our arrival time based on early check-in and we did not get a room until 2:00 pm.  
Skyloft at MGM Grand,Expedia,"Family get away, need to relax, enjoy and shopping. But we dont experience to eat at your buffet. I heared that your buffet is best food ever in las vegas. Casino are good, your lazy river are good and my kids love it."
Skyloft at MGM Grand,Expedia,"Very happy with my stay in this hotel i highly recommend this place front desk staff very professional ,and I like it that I can used my phone to get in my room using the app my wife love it worth of money"
Skyloft at MGM Grand,Expedia,"Not what it used to be, Expected more for paying for a suite. Self Check in was a P. In the A eventually the desk personnel got me my keys and got us checked in. TV was almost useless as it lost authorization every 8 to 12 min. Casino was clean. Do not expect to enjoy your view the Graphics on the window ruin that. and Have to search for getting lights on in the room with areas remaining dark.  "
Skyloft at MGM Grand,Expedia,"MGM Grand is a Vegas classic, it’s worth staying at once. The staff is phenomenal and it makes up for where the actual rooms lack. This hotel does have great restaurant selections and fun gambling. I would stay here again if I got a good deal, but it probably would not be my first choice. "
Skyloft at MGM Grand,Expedia,Overall it was good the parking lot was very full all the time long walk about 10 minutes from parking lot to room lots of activities no heat no fridge no silverware hour wait for room service if any available at all
Skyloft at MGM Grand,Expedia,"I’ve been to Vegas several times and stayed at all MGM properties. On my honeymoon we stayed at MGM Grand and it was awful. I will not be back to that property!!! Dirty rooms, lack of staff to combat issues in the casino and hotel."
Skyloft at MGM Grand,Expedia,Was very surprised how clean and sanitary everything was. Great service good restaurants hope to see them all open back up very soon. Rooms where clean and provided face masks and hand sanitizer witch was very nice. I highly recommend the mgm I have stayed all over the strip and wanted to try mgm grand and was not disappointed!! 
Skyloft at MGM Grand,Expedia,The staff was extremely helpful and polite. Our room was clean and housekeeping always made sure it stayed that way. The absolutely go above and beyond to make sure your stay at the MGM is a pleasant one. I will definitely be visiting again. 😊
Skyloft at MGM Grand,Expedia,Easy experience. Free parking. Easy access to everything. Complementary masks and hand sanarizer. Rooms were clean and felt safe. All around enjoyable. Close to food & attractions. Even the non strip view we had was good since we could see the airport and plants taking off and landing. 
Skyloft at MGM Grand,Expedia,We decided to stay for a week with the whole family. Our room keys stopped working a few times which made us go back to the front desk to deactivate keys. The rooms smelled like marijuana and was advised that they couldn’t stop the smell and people smoking in the rooms. 
Skyloft at MGM Grand,Expedia,We will  definitely be back. It will be even better once this pandemic is over. I wish we could have seen some shows but we did enjoy not having to wait in lines and not being in crowds. MGM has so many things to do inside that you really don't need to leave to hotel.  
Skyloft at MGM Grand,Expedia,Fun can be had anywhere it's just easier at the MGM Grand loss Vegas Their first a birthday not mine but anyway had a great time little different experience lot less people but kinda nice to have run of the place feel more important now staff is more accommodating no wait on any games and the drinks are still free unlike California 
Skyloft at MGM Grand,Expedia,"The entrance was very nice the rooms were nice and comfortable clean spacious, the staff was pleasant, casinos was nice the restaurants were nice, you got free drinks if you were playing the slots or tables in the casino. Great stay."
Skyloft at MGM Grand,Expedia, Very clean and everyone really helpful and professional. Access to everything very close and strip. Recommend you buy you own water bottle for your stay really expensive in the room and hotel and casino.
Skyloft at MGM Grand,Expedia,"We had a wonderful time at the MGM Grand! Check in was easy and our front desk person was very friendly and helpful, the whole process only took about 15-20 minutes. Room was sparkling clean and we had a nice view.   My opinion on several things that were mentioned in reviews that I read before booking:   - I was mostly interested in the pool. Because of Covid19, there is a limit to the number of people that are allowed in the pool complex. I decided to rent a chair for the days we were visiting. It solved the problem. Trust me, rent a chair - you don’t want to miss out on this wonderful pool area, and you can come and go as you like when you’ve rented a chair.   - The weed smell is prevalent, it’s Vegas and pot is legal. It wasn’t enough to bother us at all.   - It’s a big…"
Skyloft at MGM Grand,Expedia,"I’ve been coming to MGM grand for years, Great atmosphere with casino and options of things to do. My only gripe is that the casino smells like marijuana and the room that we checked into reeked of marijuana for about a day. Out of all the casinos we went into this was the one that smelled like pot constantly, Needless to say this is probably going to be my last time staying at MGM grand"
Skyloft at MGM Grand,Expedia,Stayed here because we got married in Vegas. Wasn't the best place to stay! Hotel is very busy; housekeeping didn't stop by without calling for service.  Located in a great place; would like better service.
Skyloft at MGM Grand,Expedia,Everything was amazing. Was very welcome love everything about it. Well definitely come back and worth it love the view and pool . The staff are very friendly and helpful great customer service well definitely come back 
Encore at Wynn Las Vegas,Expedia,"Great hotel for travel for business or pleasure. Dont need to go else where they have it all there. From the amazing 3 pools, clubs in night life, night swims to an entire variety of brand name store to purchase from. "
Encore at Wynn Las Vegas,Expedia,"We just returned from our 3 night trip celebrating my husband’s birthday. We have stayed at the Encore many times and just love the hotel and especially the rooms. I felt like they did a great job keeping things cleaned and sanitized, and most staff that we encountered were wonderfully helpful. The bed is super comfortable and the bathroom is large and nice. The concierge group is AMAZING! And Julia, the amenities person really helped us in celebrating my husband’s day.   The bad - We had a cocktail server at the Parasol Up bar that was just horrible with a bad attitude. My husband was having a drink there and I came to meet him, asked for a water and got a mean look and then she never came back. The really bad part that will make us not return - the NOISE!! There was nightclub…"
Encore at Wynn Las Vegas,Expedia,Worst hotel organization in the universe they first disabled elevator access control. And send people to steal in the room. Made it guest problem not utilizing safe box or cash cage.   Wynn management has yet to explain nor any   gesture They refused canceling my remaining stay when this happened and charged me to switch to different room.
Encore at Wynn Las Vegas,Expedia,"So the hotel and rooms are beautiful. I knew that encore was perhaps the more secluded hotel versus the Wynn but it kind of felt dead. We ended up at the Wynn casino, restaurants and pools just to be around some people.  On the first day we accessed the pool no problem. On the second day of three, all pools at both properties are full and we weren’t texted for availability until 430.  The restaurants are all too notch. "
Encore at Wynn Las Vegas,Expedia,"We stay there for 5 days and it was perfect from begging to end with great service from the staff, very clean rooms, great amenities featuring Alexa in the room that can do many things for you with out having to live the bed, nice pool and casino. For sure will be coming back!   "
Encore at Wynn Las Vegas,Expedia,It was our first time at Wynn or Encore and I’m glad we read the reviews that suggested staying at Encore for a more relaxed atmosphere and the larger room. It was a really nice stay and I would definitely stay here again. 
Encore at Wynn Las Vegas,Expedia,"This hotel/casino property is so clean and pretty!  We stayed overnight for the first time with a comped room (and we are NOT high rollers so that was nice) and were booked into a Premier Double.  The gentleman who checked us in was so friendly, as are all of the staff at this resort.  In fact, when the room was ready and I went to pick up my key, he greeted me by name without even checking my information first.   Definitely made us feel welcome.   The room was beautiful, large and very clean.  The beds were so comfortable with plenty of extra pillows.  A nice surprise was that you can turn lights on and off, close and open drapes, turn the TV off and on and more with Alexa!!  There is a tablet on the nightstand where you can get all kinds of information and you can even choose…"
Encore at Wynn Las Vegas,Expedia,The hotel is excellent.  Enjoyed the king suite breakfast at Point Terrace were excellent. Charlie's was good for burgers but Lakeside is terrible.  You should avoid this restaurant .  The pool and the staff at the pool are excellent.  Casino gives you amny options and service good.  Need to bring back valet services.
Encore at Wynn Las Vegas,Expedia,"Waited two and a half hours for this view. Not what I booked and I booked  Direct with them. Plenty of other options on the strip with way better views and service. So called 5 Star,     It's a 3 star hotel on it's best day. Will not be back......"
Encore at Wynn Las Vegas,Expedia,"The Encore at the Wynn is looking great! It's so clean and sanitized I'm feeling very safe here. It looks like more people are coming back with these new safety measures put into place to protect it's guests, the staff has done an excellent job. Every guests temperature is taken before entering and everyone is responsibly wearing a mask. Just love this place!"
Encore at Wynn Las Vegas,Expedia,"We went to Vegas for my birthday. We enjoyed our stay at Encore for 4D/3N. It’s just across the road from Palazzo. Encore and Wynn are connected to each other. Each have their own casinos. A few branded shops; LV, Chanel, Prada, Alexander McQueen etc on the ground floor of both hotels. We had a lovely and spacious suite with panoramic view. I had yummy cocktails at the swimming pool, Parasol Up and Lobby Bar. Breakfast at Terrace Point Cafe was great. Red8 served delicious Malaysian fried rice. Didn’t get chance to dine at Jardin. There are a few more dining options at the hotels too. Please do make a reservation prior to dining as they’re always busy. We did some gambling and had some luck $$$$. It’s really a lucky birthday trip for me. "
Encore at Wynn Las Vegas,Expedia,Wing Lei is an exceptional dining experience.  The rooms are roomy and well equipped with smart features. Very nice touch upon entering your room the lights automatically come up and the curtains open which is cool welcome.
Encore at Wynn Las Vegas,Expedia,"Encore and Wynn have been my go-to choices for Vegas almost every time we visit Las Vegas, either to meet Family or for Business.  This past stay was not the same; the rooms were clean and fresh, but there were about 90% Kids in the hotel, screaming and laughing on top of their lungs.  Totally different crowd than what we are use to from before.   We believe that due to lower room prices, it has drawn a “different” crowd.   I would not blame the Hotel, obviously, they need business during Covid to survive.    Thanks for reading my post."
Encore at Wynn Las Vegas,Expedia,I always enjoy staying at Encore if staying there as a couple. The room has so many amenities such as Alexa and so very clean. They really take their professionalism seriously since all of the employees there as so friendly. Can't wait to go back.
Encore at Wynn Las Vegas,Expedia,"Our 1st Anniversary at Encore at Wynn was amazing. Stayed on the 50th floor, ate at several restaurants and created some great memories. The stay was pretty pricey but worth it for our 1st Anniversary."
Encore at Wynn Las Vegas,Expedia,Would stay again for sure!  A great  getaway with great service and spectacular staff.  Food was good and all the precautions of safety was covered.   Staff was friendly and helpful.  Vents in room over bed was a little warm but was tolerable because everything else was excellent.  No real complaints....well worth it!
Encore at Wynn Las Vegas,Expedia,they should close it down asap  this was not a very pleasant experience at all  this is pretty obvious  that everyone go to vegas want to expereince all of it. but in this pandemic the whole experience was sad stressfull and frankly very bad
Encore at Wynn Las Vegas,Expedia,"I have been here for three times at the Encore Tower Suits, and it is always amazing to be back.. The design, room, service, and amenities are exquisite. I love to be there and always enjoy my time at the Wynn.. Greatly managed company! "
Encore at Wynn Las Vegas,Expedia,It was a great hotel experience staff is amazing the room is amazing nothing really with the rooms or the hotel the only thing I wish was that they can make the minimum bets a little more reasonable because everything is 25 and up nothing below that 
Encore at Wynn Las Vegas,Expedia,My wife and I had an amazing time at the Encore. Our room had a beautiful view of Las Vegas. Loved the Alexa controls of almost everything in the room.  The service at the Encore is top notch. We felt welcome everywhere. 
Wynn Las Vegas,Expedia,Visited the Wynn over Labor Day weekend. Nice room and hotel with view but my folio included several charges that were not mine. Did not receive the resort credit promised at booking. Pool closed early while it was still sunny out. Casino dealers are rude.
Wynn Las Vegas,Expedia,"Too many add on costs.  Casino smelled like cigarette smoke. The room design was excellent but for the price as compared to other high-end hotels, it should be. The room service menu prices are over the top for what you get.  I"
Wynn Las Vegas,Expedia,I had a lot of fun in this trip.we stayed in Wyann myself and all our friends..our trip this time was really great and at the end of the trip we found out that this was the best trip to Las Vegas and this was because we stayed at Wyann
Wynn Las Vegas,Expedia,"most  electronics in room broken ,  security does nothing to make sure masks are worn and stop dope smoking.  and the scooters by young adults who do not need them   place was very clean and elegant and most workers were very nice and pleasant except security when you complain about the dope and masks "
Wynn Las Vegas,Expedia,"First time back since they opened. Hotel had a great deal, but we would have gone regardless, Certainly not as crowded as before COVID. Which was interesting. Pool was less crowded. Nice not to have to wear a mask while sitting in lounge chair Staff is great, rooms are fantastic. But...due to the low room rates, it seems to draw the “stimulus check” crowd. Basically, the Beverly Hillbillies and The Jeffersons Go to Vegas” The smell of marijuana was predominant on the hotel floor we were on, despite it being a non-smoking floor. Seemed like Snoppy Dog Dog and his entourage were on the floor. Called the manager to complain. Said all they could do is have housekeeping deodorize the hallway. The hotel was only at 30% capacity. We were there mid-week. Definitely being impacted by…"
Wynn Las Vegas,Expedia,"Wynn is lavish, and ala carte.  Don't expect anything cheap or bargain deals, instead you pay premium prices for VERY nice accommodations (Wynn rooms are somewhat dated) and exceptional service in the casino and restaurants"
Wynn Las Vegas,Expedia,"I checked in through kiosk, I was not asked whether smoking room or non-smoking room. Of course I never imagine my room as smoking room because I saw the term, if you smoke in the room you will be fined $350. However, I was able to smell strong cigarette/marijuana smell in my room. I went down twice to front desk, but they didn’t offer room change, just said “we will send people to investigate”, and nothing changed. (Beside, TV was also cracked, but they didn’t offer room change for it.) I barely slept because I have allergy to smoke. It was NIGHTMARE. Don’t go there if you are not smoker. "
Wynn Las Vegas,Expedia,"Wynn was beautiful, spotless, safe and more crowded than I expected.  I did stay over the weekend. Table mins at Wynn were $25 most of the time as was the craps table.  Encore was quieter and generally had lower minimums.  Mask enforcement was strong, I was warned by a pit boss twice and a dealer because my mask was not up around my eyes. Reservations for the restaurants was a good thing, no waiting in lines."
Wynn Las Vegas,Expedia,Amazing Staff Very Courteous And Accommodating. Alexa Enabled Lights And Window Treatments Made Everything Simple. Bathroom Was Beautiful And Relaxing. With Separate Water Closet. And The View From My Room Was Superb 
Wynn Las Vegas,Expedia,"I booked this hotel because it had good reviews base on customer service. I called prior to booking because my husband has broke his foot and we needed to make sure they had wheelchair once we arrived. They said yes one would be available. I called again the week of our trip and once again they said yes we will have a wheelchair and it was optional for him to rent a scooter if one was available. Once we arrive, we checked in and there was no wheelchair! We ask to speak to a manger about this because we were told twice one would be available! The manager (Aliesha) was very short and rude when speaking to us. She calmed she called around and none were available. She offer to call security to escort us to our room. We waited 30 minutes and no one came! My husband and stand on his…"
Wynn Las Vegas,Expedia,We had an unexpected family emergency and we had to travel to California during the Pandemic. The halfway point was Las Vegas and we stayed at the Wynn. It was the nicest room I have ever stayed in and I have traveled extensively. 
Wynn Las Vegas,Expedia,"My trip to the Wynn was amazing and I loved every bit of it, besides the fact I lost 3k. The room was clean, amazing view, everyone was so hospitable ,and I had the best time of my life. 10/10 would recommend!!"
Wynn Las Vegas,Expedia,I stayed in a non smoking floor (38th)but I smell cigarette smoke and Marijuana smoke leaking out to the corridors. Even the ICE room stinks with cigarette smoke. The corridor and ICE room smells like an ash tray. The rules are not being enforced! I paid a lot of money on a 5 star hotel that smells like an ashtray.
Wynn Las Vegas,Expedia,Hotel staff very courteous and friendly. Panoramic strip view room fantastic.  Rooms spacious and clean. Alexa also in the room was a great surprise.  Casino floor very clean and employees reminded guests to wear masks whennot drinking or smoking. Food and pool also excellent. 
Wynn Las Vegas,Expedia,"Stayed here with a promo to stay 3 nights and get the 3rd night for free. We had just come from 3 nights at The Bellagio and were eager to experience the luxury of a true 5 star hotel. Unfortunately, we didn't get it. As someone who has stayed here before and absolutely loved it, I could see and feel the difference since the departure of namesake, Steve Wynn.   Check In: Slow, despite it not being busy, but friendly rep who allowed us to check in early and accommodate our request for a strip facing room. Also, our friend stayed 2 nights and didn't know about the promotion and asked if they would honor it. They said no. Boooo! Overall 4 stars.  Room: Clean, crisp decor and an amazing view from the 57th floor. Automated drapes controlled by Alexa was a nice touch. The robe was…"
Wynn Las Vegas,Expedia,We had a good time and dog friendly having an adjoining room is very convenient for multiple families  The mixed drinks are good and the house wine good we stayed at Harrahs casino for 1 night and Wynn is so much better specially the room  
Wynn Las Vegas,Expedia,"During this crazy time, it was a delight to stay at this wonderful resort-style casino.  Staff was friendly and accommodating, and we had a romantic, wonderful dining experience at Costa di Mare.  We felt like all the protocols were in place for the safety of their guests."
Wynn Las Vegas,Expedia,"Great, modern, clean and top facilities, nice breakfast. Hard to imagine a better hotel. Amazing style and decorations everywhere. You may just not leave the hotel at all. Beautiful retaurants, pools and casino. Would definitely return."
Wynn Las Vegas,Expedia,"I'm so disappointed that I chose to stay at Wynn. So many reviews said it was safe and that masks were enforced. Not true. There isn't enough security to enforce the amount of people trying to get around wearing one, or wearing one correctly. Wish I had never come on this trip. Apparently, there's no place safe in Vegas, so if you want to stay well, stay home!"
Wynn Las Vegas,Expedia,I've been to the Wynn on three prior occasions. I have always loved the set up and customer service. On this occasion I used my AE Platinum points to get a Tower King Room. With Tower rooms you get a separate smaller entrance with your own registration. As soon as you walk in they have a thermal camera checking your temperature. Subtle but productive. I was upgraded to a Salon Suite room. Stunning room with the bathroom the size of most master bedrooms. Beautiful room.        The Spa was great again of course with some COVID restrictions. The locker room and other amenities like the steam and sauna were closed off. You basically showed up 5 minutes for the service and were let into the room where you disrobed for the service. The massages were great but I did miss all the other…
