Hotel,Source,Text
ARIA Resort & Casino,Yelp,"We spent a relaxing five days at this amazing resort and casino. From the restaurants, to the staff, and yes the spa.  The decor and the lobby are very eye catching.  If I was to base my review on my experience with Kyle Patterson, Cameroon, Nica, and the other Sky Suites representatives I interacted with, I would give each individual a solid five stars. They went over and beyond in assisting me, answered my questions, and worked to produce positive resolutions without saying that word ""NO""The suites are beautiful and I especially loved how high up in the Sky we were.  The Spa is an absolute must. Everyone was so accommodating. Stand outs for me were the Ganbanyoku Heated Stone Beds, Outdoor Therapy Pool, and The Eucalyptus Steam Room. I found myself gaga over their vegan carrot cake. I'm not a gambler so Sky Suites, The Restaurants, and Spa made my trip. I also liked how everything was convenient, and accessible. They are connected viva  the tram, and loads of shopping is within your reach. They are also dog friendly and have an outdoor area downstairs located on the lower North Entrance. Please note they charge a fee for the stay. There is also a business center.  My first experience with them was great.  The gentleman who assisted me tracked the package and let me know when it would arrive.  I cannot say the same about today.  I was not notified when the package arrived. Had I not went to the center, I would have not known there was a FedEx for me. If I have to pay you a fee to handle my package please inform me on arrival & deliver to me.  Rather, I received a call to my room asking I if I had permission to charge $8.00 for an envelope. Within the realm of Sky  suites, I'd say management knows what they are doing. You can actually see the lines of communication which makes for wonderful guest experiences. I plan on returning to Aria Sky Suites and look forward to a five star experience from them. Thank you Sky Suites & Aria Spa for making of stay incredible!!!!"
ARIA Resort & Casino,Yelp,The aria has great restaurants and is Covid safe. Their bar makes excellent drinks and If you like to gamble well guess what they are the casino to visit. I couldn't stop winning and end up playing in the casino for almost 5 hours after having a great dinner.
ARIA Resort & Casino,Yelp,"Review on Chinese New Year decorations:I was at Aria on a Saturday afternoon in early January to see The year of rat decorations. Each year, Aria dies a great job of decorating for Chinese New Year. It is more to attract Asian visitors. They have year of rat banner displayed at the door entrances. Plenty of mini dragons displayed at the high slot lounge area. Also giant rat displayed next to the blossom restaurant. Next, giant Chinese lanterns are next to Buddha statue. Lastly, giant dragon hinged in the ceiling with money tree and dragons guarding the lobby. Just lovely and gorgeous to ring in the new year. This is one of the best time to visit. Tip: Park at self parking 1 hr free or pearl card to get free self parking area"
ARIA Resort & Casino,Yelp,"This review on the resort loungeI paid extra $ for the resort lounge and it's well worth the money depending on the person. It is located next to the aria cafe and concierge. During my stay on Sunday to Tuesday in November at Aria, we used the resort lounge. On a Sunday afternoon in early December, We walked in and scan our room key and walked upstairs to the receptionist to give our room number. Then I seen coffee machine that can makes coffee and hot chocolate or cappuccino or espresso.  The machines was easy to use and it makes delicious hot chocolate. During last 2 days, they had the same desserts and fruit slices. For breakfast till 12pm, they had egg and cheese muffin sandwiches, hash brown, pastries, toast, açaí bowls, watermelon or orange juice. For afternoon, popcorn, candied walnuts, pastries, slices of fruit. For 5-7pm, free wine and beer, cheese and crackers, kale salad, croistini with steak, slices of duck meat, roasted Brussels sprouts. We stayed there to relaxed and enjoyed the atmosphere. The servers were friendly and nice and they refilled the empty trays. I wished they bring back macaroons."
ARIA Resort & Casino,Yelp,"I stayed 2nights after Memorial holiday in May. I originally booked 2 comp rooms from myvegas then I got an upgrade email for higher floor room. I paid extra to get access to resort club on free drinks and eat complementary food.  My friend and I arrived early 12 noon and our room wasn't ready so we went to meet up an old friend for lunch. So during lunch, I got an text to say room was ready.  After lunch, we scanned our room key at elevator to reached our room on 29th floor  with 2 beds with view of strip. The beds were comfortable and the room looked clean.  We used the screen to open curtains and turned on tv which is way cool. Then we head to resort club for happy hour snacks and located next to concierge and had to scanned the room key to access it. Then the receptionist asked for our room and confirmed at her end. The space is spacious with dining tables and tv screen. They had fancy coffee machines, candy in jars, hot food items, such as salad, crackers with figs, Mac cheese, cheese crackers, fruit fusion water, sodas, water bottles. The wait staff were nice and kept refilling the food and clean tables and free wine and beer. They also served breakfast 7-11am, snacks 11-5, desserts 7-8. It helped me saved money on meals so I didn't have to venture out."
ARIA Resort & Casino,Yelp,"I came back to Aria to look for Xmas decorations on a Friday and Saturday in December. The line to check in wasn't long. I didn't want to wait for mobile check-in because you could wait longer than expected. The  clerk offered corner suite for $100 extra or have higher floor room $40 and I said no. So we got a room on 7th floor with the view of Aria valet parking. The room with king bed looked clean just dusty. Our remote didn't work so we had to call in for service. The tech person came and fixed it on a temporary basis. The bed was comfortable but the pillows are too soft. The size of bathroom was great. 3 stars on Minus on resort fees, parking fee. and tax on resort fees"
ARIA Resort & Casino,Yelp,"I came back to Aria to look at Xmas decorations on a Friday and Saturday in December. We originally purchased a regular king size room then got an upgrade offer $80 to stay at corner tower suite. So I agreed and did a mobile check-in and waited for email to get the key.  Our key allows access to tower lounge with unlimited soda, water bottles, coffee, and pastries or cookies. The room on the 29th has a nice view of Vdara and Cosmopolitan casino. The room had a living room, king size bed, and 11/2 bathroom which includes toto toilet and jetted bath. The bedroom was soft for my taste and it had a draft and tried warm up the room with cool remote control.  We also get turn down service which means they turn the bed covers, chocolates, and slippers. Second night, turn down service came at 10pm. Bad points: parking is $20 and bed is too soft. Otherwise great hotel to stay and love the tower lounge for free snacks."
ARIA Resort & Casino,Yelp,"I came after 2 days after Thanksgiving to celebrate my birthday. Originally I booked a regular room and received an email for $70 upgrade on a corner suite which I couldn't pass up. We parked our car in self parking free with pearl card and walk to Mobil check-in but got directed to the private lounge for check-in with lots of free drinks and snacks. My husband was very impressed because we didn't have to wait in the regular check-in line. The lady who helped us was very nice and friendly and got us a corner suite with view of planet Hollywood. The room was luxurious because it had a separate bedroom and 11/2 bathroom. The bathroom had a toto toilet with controls to clean your derrière, jet tub w/tv, shower, and 2 sinks.  The tv's has lots of channels and include Chinese cable tvb. The room comes with turn down service nightly which is nice. The lady who helped us surprised me a plate chocolate covered strawberries. Wow this is service. I had $100 dining credit and ate at Carbone and the food was delicious. Overall, I enjoyed my stay at Aria except crazy traffic leaving self parking at night. We were leaving self parking and got stuck in the long line of cars trying getting out of Aria due to over flow traffic of people trying to go to Park Vegas or new TMobile Arena. I went several times to private lounge with my room key to get more water, soda bottles, mandarin oranges. That is a great plus."
ARIA Resort & Casino,Yelp,"I came in a day early by mistake on my part because I got dates mixed up. Aria's Heidi and Jasmine reservation desk agents were very helpful got myself and husband a room a day after Thanksgiving at higher price although the place was booked. My husband didn't want to go somewhere else at a cheaper rate so paid higher price. Oh well. The line for reservation desk was long at 2ish pm but didn't wait too long. My room was on 10th floor with view of swimming pool. The room is very nice with King size bed. Too bad the bed was too soft for me. Kudos to Jasmine and Heidi for helping me. They were very friendly, helpful, and accommodating."
ARIA Resort & Casino,Yelp,"I love staying at Aria whenever I get a good deal by Mlife.  I arrive on a Sunday 12 noon and the line at the reservation is long of 20 minutes wait just like MGM Grand. Then I noticed a mobile check-in line and asked one of the employees there and its in beta format and if you book on the aria website not mlife website.  I wish the beta format is only for mlife not aria website.  I paid extra for 2 double beds and it was nice with roomy bathroom on 3rd floor.  The elevators are quick and don't have to wait so long like Mandalay Bay.  The beds are so comfortable and firm with goose down pillows.  The only problems are the bathroom lock doesn't work, desk lamp doesn't turn on, and bar counter was peeling off.  The checkout was easy by text message.  Tip is to valet for a short walk to reservation desk and charge everything to the room - buffet, restaurants, starbucks, jean phillipe to get Mlife points."
Four Seasons Hotel Las Vegas,Yelp,"We just got back from a relaxing stay at the Four Seasons, which was also our first time away from home during the pandemic. They've done a fantastic job of adapting to the current circumstances and making their guests feel safe and comfortable. They did enforce mask usage around the pool area, asking guests to wear them if they weren't eating or drinking or in the pool. Our kiddos were greeted with cute animal pouches and Four Season teddy bears. I had requested hotel slippers in advance for two adults and two kids and our room was stocked with them when we arrived. The two kid-sized robes were also a nice touch. As it was my birthday, they also gifted me with a small chocolate birthday cake, which was delicious. Thanks for another memorable stay, FS!"
Four Seasons Hotel Las Vegas,Yelp,"Tried to make a reservation... closed during covid. Good for them; bad for me. Four Seasons, you're my home away from home on my next-next visit."
Four Seasons Hotel Las Vegas,Yelp,"What a pleasure to skate through writing a review because everything at the Four Seasons has always been perfect from start to end.Husband and I will only stay here when in Vegas, and we often go during the ""down"" period between Christmas Eve and New Year's Eve. This timing ensures that we have the place mostly to ourselves (or we have in years past) and we experience stellar one on one customer service. When my little pug was alive we would bring him and he was treated as a welcomed guest complete with his own doggie bed and biscuits spelled out in his name.The suites are stunning and we've always enjoyed the view as the location is on the top four floors of the Mandalay Bay. Being highly allergic to smoke, this is one of the few places where I don't get terribly sick. It's at the far end of the strip which is fine by me. I enjoy running down and back on the strip during sunrise as my wake up call.The dining is superb (excellent Christmas Eve and Day menus) and I really like taking advantage of the salon (which may be associated with Mandalay) daily. As husband and I don't gamble (okay, I spent $2 on slot machines the last time I was there), it's more than worth it to splurge on a suite with money left over for the various shows and exhibits. Be sure to check for specials where often the 3rd or 4th night is free.We'll be back!"
Four Seasons Hotel Las Vegas,Yelp,"This is the only place we'll stay in Vegas.  We come because it's calm in the middle of the storm that is Las Vegas.  I came for a friends 40th birthday recently, and we had a blast.Things you won't find here:  drunk stumbling misfits, any casino our associated chaos, women of the night.Things you will:  Understated elegance, quiet guests enjoying their time away from home, top-tier dining, concierge who will find even the most obscure item you ask for.  (He found a Poltergeist poster of Robbie, signed by the actor Oliver Robins and had it delivered to my room).Ask for that at any other hotel in Vegas, and they will not even know the first phone call to make. Thanks to FS Vegas for another spectacular vacation"
Four Seasons Hotel Las Vegas,Yelp,"First off, are there really four seasons of weather in Las Vegas!? This hidden gem located at the Mandalay Bay Resort has its very own entrance.The hotel is designed to not have a casino connected. Guests won't be able to hear a slot machine from their suites.All rooms are plush yet neutral in color.Each suite has incredible views, especially the 180 suite.My friend booked it for a weekend a few years back.  It was beautifully appointed but I prefer a hotel with a casino.  It was quite a walk to actually set foot at the Mandalay Bay. I'll add though, that the service was excellent.  Checking in didn't take more than 5 minutes. If ever I'm rolling in dough like my friend, I'd take my wife and son here at least for a night, then work our way back to where all the Vegas Action is!"
Four Seasons Hotel Las Vegas,Yelp,"Absolutely amazing!! I attended a gala at this hotel for a charity event. Four Seasons most definitely holds true to their reputation. The staff were friendly and accommodating. The interior was beautifully designed, decorated & upkept. Our dinner was prepared by one of their head chefs and his team, and when I tell you this was some of the best tasting food, I'm not even slightly exaggerating! I was blown away with everything this hotel provided, all the way down to the amazing restrooms!"
Four Seasons Hotel Las Vegas,Yelp,"What an amazing , smoke free high end hotel !Four seasons is more reserved and relaxed from the usual Vegas hotel scene however it's just a short ride to the actionAmazing spa and facilities, concierge and staff a true 5 star experience one can expectToo bad it's off season just for a few more days so no pool however the outside pool area looks amazing. Will have to come backRoom amazing in the upgraded suite If one loves a ritz/four seasons classy and relaxed hotel experience elsewhere stay here in Vegas and go out for the fun, come back to relaxation"
Four Seasons Hotel Las Vegas,Yelp,"You can never go wrong when staying at the Four Seasons. I had such an amazing time it's going to be hard to keep my review short. I just love how pet friendly they are and how comfortable and clean the rooms are and how top notch the customer service is. But let me start from the beginning:Check-in: Everyone was incredibly nice. I just arrived from an 8 hour drive and before I could even ask if they had water someone brought me a bottle. It's like they can read minds! I've stayed at other hotels in Vegas before and usually when you check in there is a giant line and you have to wait over 40min to get your room key. You also feel like cattle. However, at the Four Seasons the whole process took 5min. Truly amazing.The room: There were macaroons and pet treats waiting in the room, which included a puppaccino with some carrots and cookies it was amazing! Also, the bedding is so plush that you don't want to leave. After getting all comfy and settled in the room the first night I arrived I realized I forgot my iPad in the car. The FS team is so amazing that when I called about it they sent someone to go grab it. Within 10min I had my iPad in hand. That is true luxury! Food: I ordered room service for breakfast a few times and dinner. It was delicious. I had the avocado toast for breakfast and a sandwich with beef in it. Food came within 30min and it was all prepared nicely so you feel like you have a mini restaurant table in your room. I also tried the breakfast buffet at the Veranda restaurant downstairs. So many options! They had a custom omelette bar, mini donut station (it was so cute) and so much other stuff. I honestly ate too much .Location: The Four Seasons is at one end of the strip which I personally love. You feel like you can get away from all the hustle and bustle of Vegas while still being in it."
Four Seasons Hotel Las Vegas,Yelp,"How can a Four Seasons get just three stars?  Well, to be fair, most Las Vegas hotels don't get many stars because they rip you off with a resort fee; which is one of the worst kinds of bait and switch in the business.  But they all do it, and I think worse of every single one of them for it.  You have to be exemplary in order to overcome the deficit here.The check in experience is friendly and quick - an improvement over just about every other hotel.  You also don't have to go through a casino to get to your room, which is a bonus. In terms of facilities; the bed is super comfortable, the room is large, there is a decent desk to work at, and the shower amenities are great.  So, everything you need.  There is a lightning adapter on the alarm clock, but you have to take the case off your phone to use it.  There is plenty of power sockets, and a usb charging point.  The WiFi is nothing special, and drops constantly, so I wasn't impressed there.The coffee, for which your ""resort fee"" pays, is a Keurig machine, and is among the worst of the worst coffee I have ever tasted.  It is vile.  If you are going to extort money from me and claim ""it's for the coffee"", that coffee had better be better tasting than hot water wrung through a dirty blanket.In terms of morning breakfast, see my other post on Verandah.  However, note that it is expensive, and you may be better off venturing out onto the strip for breakfast.  We spent $60 and it wasn't that good. It was a good breakfast, but expensive.As far as hotels in Las Vegas, this is probably the best I've stayed in.  It's just hotels in Las Vegas has to make up for, well, Las Vegas and this one doesn't do that."
Four Seasons Hotel Las Vegas,Yelp,"MMMMM what makes it different from other hotels?  Let's begin with just the valet, these guys welcome you with a smile right away, i was even trying to pull a 5 from my purse and the nice gentleman told me ma'am you go ahead and enjoy we will do that later. WOW! .....The minute you walk in here you tell it's different. It does not smell like cigarette smoke , it just smells clean. The restaurant is fabulous! I know ....I know ...what is vegas without the dinganing ning sound of the machine BUT..... you can have that in the whole stretch of the strip! So of you want to be in a sophisticated woooohzaaa kindda hotel. Come to the Four Season!"
Four Seasons Hotel Las Vegas,Yelp,This is the second year in a row working CES with the Disney company. Everyone I met last year was still working this year at the Four Seasons Hotel. I literally hugged some of them like we were family that haven't seen each other in ages. The time we spent in the hall getting to know everyone was priceless. And everyone from the security team to the ladies at the nail bar was super nice. This years CES is over but I'm looking forward to next year seeing all my Four Season Buddies.
Four Seasons Hotel Las Vegas,Yelp,"The Four Seasons in Las Vegas is neither a typical Four Seasons nor a typical Vegas hotel. Matt B. and I spent two nights there when we went to Vegas about a month ago. We booked our stay pretty late and it cost about the same number of points as the Aria, and not much more than hotels in the next tier down. We figured in that case, why not stay in a Four Seasons?It was a very nice hotel, sort of a luxury wing of the Mandalay Bay, in the same building but with a separate entrance, separate lobby, and separate staff, with rooms on the upper floors. There was easy access to the Mandalay Bay and its casino, but the Four Seasons didn't have a casino of its own--a good thing when I came back from gambling at the MGM at 4:30 in the morning and didn't have to pass through a pit of temptation on my way to the elevator and my sleeping husband.Our room was attractive and comfortable, if without the wow factor you might expect from a Four Seasons. The decor was kind of generic, and there was a weird empty space in our room that looked meant for a sofa that wasn't there. The bed was fine. The bathroom was pretty, but the shower was small.We took advantage of the Four Seasons pool one afternoon, and that was pretty great, quiet and not at all crowded, with attendants to set up our loungers and take drink orders. The service on that front was a bit slow and spotty, though, and the guy helping us brought Matt the wrong drink. When he asked for the right one, the server took the wrong one back to throw away--I love free drinks, so this is a pet peeve of mine. Not to complain too much about the Four Seasons pool, which was definitely super nice.I had a good time at the Four Seasons, but I don't know that I'd come back, just because it's neither a special over-the-top luxury hotel nor a fuck-yea embrace-the-Vegas blingfest. If you just want a fancy, quiet hotel, though, this might be the place for you. It's more affordable than most Four Seasons, and the short distance from a casino might spare you some poor decisions."
Four Seasons Hotel Las Vegas,Yelp,"Best hotel on The Strip, possibly anywhere. The staff were all around wonderful. The rooms have great views and are large. Good finishes. The retreat from the Casio noise and banter is welcome. The price point is high on anything you buy on site. The best coffee with a short walk at the McDonalds across the street."
Four Seasons Hotel Las Vegas,Yelp,"Best hotel on The Strip, possibly anywhere. The staff were all around wonderful. The rooms have great views and are large. Good finishes. The recreate from the Casio noise and banter is welcome. The price point is high on anything you buy on site. The best coffee with a short walk it the McDonalds across the street."
Four Seasons Hotel Las Vegas,Yelp,"If smoky casinos aren't your thing, Four Seasons is your best bet for gambling away your savings in Sin city. The five star hotel occupies the top five floors of Mandalay Bay and stands out as a non-gaming oasis. They offer relaxing rooms, delicious food (don't miss the breakfast buffet), and rejuvenating spa treatments where you can unwind after avoiding other people's regrettable behavior. The rooms themselves are smaller than one would expect for the price point and could honestly benefit from a minor facelift. The only other attribute worth noting is that the property is located at the end of the strip which means walking is not the best option when shopping the city. But the hotel offers black car service and a park bench ensconced in palms trees where you can wait for an Uber. Unlike that surly card dealer with the grumpy look on her face, the staff at Four Seasons Las Vegas will smile ear-to-ear and treat you like royalty while taking all your money. So let that jaw drop as you enter the beautiful lobby, and drop again when they hand you the bill on your way out. Wasting hard-earned money is my middle name."
Four Seasons Hotel Las Vegas,Yelp,"What a beautiful hotel! Let me start by saying we do not smoke, gamble or 'party' the way most do in Vegas. So we appreciated having a quiet place to stay away from it all. Our room was lovely, super comfortable bed, clean everything, so quiet-- perfect place to escape the chaos of the strip. Front desk ladies, parking attendants were all very kind. We often used the 'hotel car' which was much nicer than any taxi or Uber we took during our stay. We definitely recommend to anyone looking for a classy, relaxing experience.... We'll definitely stay here when we come to Vegas from now on."
Four Seasons Hotel Las Vegas,Yelp,"This was the second time that I did high tea here at the four seasons. It was a very nice tea. The place is elegant & the service is pretty good. The teas that we chose weren't the best; mixed berry and silver something. The silver something barely had any taste. But, it was already 3 o'clock, so I don't want to get anything too strong. I wish that they would have tea at 12 or 1 o'clock like it other places. Vet, you have a choice of either three or 4 o'clock.The scones are wonderful and there are two, one was plain & the other one was black currant. Their Devonshire cream, lemon curd and strawberry preserves are all very tasty. The desserts were pretty good, I liked three of them. We splurged for the Prosecco and I think it was a good choice. As the Prosecco doesn't have too much of an alcohol content and you can still drive if you need to.As for the sandwiches, you only get four and they're super tiny. I mean I go to a lot of different teas & I have to say that these are probably the smallest that I've had. All in all, it was pretty nice."
